Total_Vehiculos,Tiempo_Medio_s,Ocupacion_Espacial_%,Hora_Inicio,Hora_Fin,Dia_Semana,Direccion,move_time_s,cluster,Tiempo_Optimo,Hora_Minutos,Periodo_Dia,Total_Vehiculos_lag1,Ocupacion_lag1,Media_Movil_3ciclos,Tendencia_Vehiculos,Capacidad_Teorica,Saturacion_Actual
7,3.79,6.66,1900-01-01 12:43:53,12:44:26,2,1,33,1,20,763,2,9.0,6.83,7.666666666666667,-2.0,8.70712401055409,0.803939393939394
6,4.82,2.9,1900-01-01 12:44:04,12:44:37,3,1,33,1,20,764,2,7.0,6.66,7.333333333333333,-1.0,6.846473029045643,0.8763636363636365
4,1.56,3.74,1900-01-01 12:44:13,12:44:46,4,1,33,1,20,764,2,6.0,2.9,5.666666666666667,-2.0,21.153846153846153,0.1890909090909091
5,6.62,8.08,1900-01-01 12:45:16,12:45:49,1,1,33,1,35,765,2,4.0,3.74,5.0,1.0,4.984894259818731,1.0030303030303032
7,2.5,11.5,1900-01-01 12:45:27,12:46:00,5,1,33,0,35,765,2,5.0,8.08,5.333333333333333,2.0,13.2,0.5303030303030303
10,3.21,6.0,1900-01-01 12:46:25,12:46:58,2,1,33,0,38,766,2,7.0,11.5,7.333333333333333,3.0,10.280373831775702,0.9727272727272727
4,4.94,2.55,1900-01-01 12:46:36,12:47:09,3,1,33,1,22,766,2,10.0,6.0,7.0,-6.0,6.680161943319837,0.5987878787878789
4,2.67,4.85,1900-01-01 12:46:45,12:47:18,4,1,33,1,20,766,2,4.0,2.55,6.0,0.0,12.359550561797754,0.3236363636363636
3,10.33,4.97,1900-01-01 12:47:48,12:48:21,1,1,33,2,31,767,2,4.0,4.85,3.6666666666666665,-1.0,3.1945788964181996,0.9390909090909091
0,0.0,1.35,1900-01-01 12:47:59,12:48:32,5,1,33,1,35,767,2,3.0,4.97,2.3333333333333335,-3.0,33.0,0.0
5,1.21,6.12,1900-01-01 12:48:57,12:49:30,2,1,33,1,20,768,2,0.0,1.35,2.6666666666666665,5.0,27.272727272727273,0.18333333333333332
9,2.92,10.07,1900-01-01 12:49:08,12:49:41,3,1,33,0,35,769,2,5.0,6.12,4.666666666666667,4.0,11.301369863013699,0.7963636363636364
10,1.94,13.28,1900-01-01 12:49:17,12:49:50,4,1,33,0,35,769,2,9.0,10.07,8.0,1.0,17.010309278350515,0.5878787878787879
7,4.67,10.31,1900-01-01 12:50:20,12:50:53,1,1,33,1,35,770,2,10.0,13.28,8.666666666666666,-3.0,7.0663811563169165,0.9906060606060606
2,2.25,0.69,1900-01-01 12:50:31,12:51:04,5,1,33,1,35,770,2,7.0,10.31,6.333333333333333,-5.0,14.666666666666666,0.13636363636363638
7,2.57,2.55,1900-01-01 12:51:29,12:52:02,2,1,33,1,20,771,2,2.0,0.69,5.333333333333333,5.0,12.84046692607004,0.5451515151515152
3,3.79,4.93,1900-01-01 12:51:40,12:52:13,3,1,33,1,22,771,2,7.0,2.55,4.0,-4.0,8.70712401055409,0.34454545454545454
9,3.44,7.69,1900-01-01 12:51:49,12:52:22,4,1,33,0,35,771,2,3.0,4.93,6.333333333333333,6.0,9.593023255813954,0.9381818181818181
11,2.83,10.75,1900-01-01 12:52:52,12:53:25,1,1,33,0,35,772,2,9.0,7.69,7.666666666666667,2.0,11.66077738515901,0.9433333333333334
1,0.0,1.45,1900-01-01 12:53:03,12:53:36,5,1,33,1,35,773,2,11.0,10.75,7.0,-10.0,33.0,0.030303030303030304
2,0.92,1.34,1900-01-01 12:54:01,12:54:34,2,1,33,1,20,774,2,1.0,1.45,4.666666666666667,1.0,35.869565217391305,0.055757575757575756
5,6.4,2.5,1900-01-01 12:54:12,12:54:45,3,1,33,1,22,774,2,2.0,1.34,2.6666666666666665,3.0,5.15625,0.9696969696969697
8,2.93,7.84,1900-01-01 12:54:21,12:54:54,4,1,33,1,20,774,2,5.0,2.5,5.0,3.0,11.262798634812286,0.7103030303030303
11,1.79,12.87,1900-01-01 12:55:24,12:55:57,1,1,33,0,35,775,2,8.0,7.84,8.0,3.0,18.435754189944134,0.5966666666666667
1,0.0,2.43,1900-01-01 12:55:35,12:56:08,5,1,33,1,35,775,2,11.0,12.87,6.666666666666667,-10.0,33.0,0.030303030303030304
4,3.83,2.16,1900-01-01 12:56:33,12:57:06,2,1,33,1,20,776,2,1.0,2.43,5.333333333333333,3.0,8.616187989556135,0.4642424242424243
8,4.43,7.9,1900-01-01 12:56:44,12:57:17,3,1,33,1,22,776,2,4.0,2.16,4.333333333333333,4.0,7.44920993227991,1.073939393939394
4,8.22,4.34,1900-01-01 12:56:53,12:57:26,4,1,33,2,32,776,2,8.0,7.9,5.333333333333333,-4.0,4.014598540145985,0.9963636363636365
6,5.67,5.76,1900-01-01 12:57:56,12:58:29,1,1,33,1,35,777,2,4.0,4.34,6.0,2.0,5.8201058201058204,1.0309090909090908
9,3.42,9.58,1900-01-01 12:58:07,12:58:40,5,1,33,0,35,778,2,6.0,5.76,6.333333333333333,3.0,9.649122807017545,0.9327272727272726
5,0.92,3.66,1900-01-01 12:59:05,12:59:38,2,1,33,1,20,779,2,9.0,9.58,6.666666666666667,-4.0,35.869565217391305,0.1393939393939394
4,1.92,4.62,1900-01-01 12:59:16,12:59:49,3,1,33,1,22,779,2,5.0,3.66,6.0,-1.0,17.1875,0.23272727272727273
8,2.44,9.16,1900-01-01 12:59:25,12:59:58,4,1,33,1,20,779,2,4.0,4.62,5.666666666666667,4.0,13.524590163934427,0.5915151515151514
5,5.79,9.9,1900-01-01 13:00:28,13:01:01,1,1,33,1,23,780,2,8.0,9.16,5.666666666666667,-3.0,5.699481865284974,0.8772727272727273
6,3.47,5.87,1900-01-01 13:00:39,13:01:12,5,1,33,1,20,780,2,5.0,9.9,6.333333333333333,1.0,9.510086455331411,0.630909090909091
9,3.25,2.91,1900-01-01 13:01:37,13:02:10,2,1,33,1,20,781,2,6.0,5.87,6.666666666666667,3.0,10.153846153846153,0.8863636363636365
2,3.08,1.57,1900-01-01 13:01:48,13:02:21,3,1,33,1,20,781,2,9.0,2.91,5.666666666666667,-7.0,10.714285714285714,0.18666666666666668
9,2.08,8.55,1900-01-01 13:01:57,13:02:30,4,1,33,0,35,781,2,2.0,1.57,6.666666666666667,7.0,15.865384615384615,0.5672727272727273
9,3.0,12.23,1900-01-01 13:03:00,13:03:33,1,1,33,0,35,783,2,9.0,8.55,6.666666666666667,0.0,11.0,0.8181818181818182
6,5.18,5.38,1900-01-01 13:03:11,13:03:44,5,1,33,1,20,783,2,9.0,12.23,8.0,-3.0,6.370656370656371,0.9418181818181818
1,0.0,0.58,1900-01-01 13:04:09,13:04:42,2,1,33,1,20,784,2,6.0,5.38,5.333333333333333,-5.0,33.0,0.030303030303030304
3,4.21,10.3,1900-01-01 13:04:20,13:04:53,3,1,33,1,20,784,2,1.0,0.58,3.3333333333333335,2.0,7.838479809976247,0.3827272727272727
6,2.0,4.13,1900-01-01 13:04:29,13:05:02,4,1,33,1,20,784,2,3.0,10.3,3.3333333333333335,3.0,16.5,0.36363636363636365
9,2.03,10.01,1900-01-01 13:05:32,13:06:05,1,1,33,0,35,785,2,6.0,4.13,6.0,3.0,16.256157635467982,0.5536363636363636
5,2.12,4.64,1900-01-01 13:05:43,13:06:16,5,1,33,1,20,785,2,9.0,10.01,6.666666666666667,-4.0,15.566037735849056,0.3212121212121212
1,0.0,1.29,1900-01-01 13:06:41,13:07:14,2,1,33,1,20,786,2,5.0,4.64,5.0,-4.0,33.0,0.030303030303030304
2,2.08,1.64,1900-01-01 13:06:52,13:07:25,3,1,33,1,20,786,2,1.0,1.29,2.6666666666666665,1.0,15.865384615384615,0.12606060606060607
1,0.0,1.07,1900-01-01 13:07:01,13:07:34,4,1,33,1,20,787,2,2.0,1.64,1.3333333333333333,-1.0,33.0,0.030303030303030304
3,8.29,3.56,1900-01-01 13:08:04,13:08:37,1,1,33,2,25,788,2,1.0,1.07,2.0,2.0,3.980699638118215,0.7536363636363635
7,2.03,6.6,1900-01-01 13:08:15,13:08:48,5,1,33,1,20,788,2,3.0,3.56,3.6666666666666665,4.0,16.256157635467982,0.43060606060606055
1,0.0,0.76,1900-01-01 13:09:13,13:09:46,2,1,33,1,20,789,2,7.0,6.6,3.6666666666666665,-6.0,33.0,0.030303030303030304
0,0.0,0.23,1900-01-01 13:09:24,13:09:57,3,1,33,1,20,789,2,1.0,0.76,2.6666666666666665,-1.0,33.0,0.0
4,1.58,5.18,1900-01-01 13:09:33,13:10:06,4,1,33,1,20,789,2,0.0,0.23,1.6666666666666667,4.0,20.886075949367086,0.19151515151515153
3,3.67,2.31,1900-01-01 13:10:36,13:11:09,1,1,33,1,23,790,2,4.0,5.18,2.3333333333333335,-1.0,8.991825613079019,0.3336363636363636
1,0.0,1.02,1900-01-01 13:10:47,13:11:20,5,1,33,1,20,790,2,3.0,2.31,2.6666666666666665,-2.0,33.0,0.030303030303030304
6,2.87,5.35,1900-01-01 13:11:45,13:12:18,2,1,33,1,20,791,2,1.0,1.02,3.3333333333333335,5.0,11.498257839721253,0.5218181818181818
5,3.06,2.21,1900-01-01 13:11:56,13:12:29,3,1,33,1,20,791,2,6.0,5.35,4.0,-1.0,10.784313725490195,0.4636363636363637
4,2.53,3.33,1900-01-01 13:12:05,13:12:38,4,1,33,1,20,792,2,5.0,2.21,5.0,-1.0,13.043478260869566,0.30666666666666664
7,3.51,10.24,1900-01-01 13:13:08,13:13:41,1,1,33,1,23,793,2,4.0,3.33,5.333333333333333,3.0,9.401709401709402,0.7445454545454545
7,1.64,13.73,1900-01-01 13:13:19,13:13:52,5,1,33,0,35,793,2,7.0,10.24,6.0,0.0,20.121951219512198,0.34787878787878784
6,4.07,2.39,1900-01-01 13:14:17,13:14:50,2,1,33,1,20,794,2,7.0,13.73,6.666666666666667,-1.0,8.108108108108107,0.7400000000000001
5,2.33,2.18,1900-01-01 13:14:28,13:15:01,3,1,33,1,20,794,2,6.0,2.39,6.0,-1.0,14.163090128755364,0.353030303030303
4,6.5,6.11,1900-01-01 13:14:37,13:15:10,4,1,33,1,20,794,2,5.0,2.18,5.0,-1.0,5.076923076923077,0.787878787878788
2,2.08,2.38,1900-01-01 13:15:40,13:16:13,1,1,33,1,20,795,2,4.0,6.11,3.6666666666666665,-2.0,15.865384615384615,0.12606060606060607
3,3.83,5.08,1900-01-01 13:15:51,13:16:24,5,1,33,1,20,795,2,2.0,2.38,3.0,1.0,8.616187989556135,0.3481818181818182
3,5.58,2.06,1900-01-01 13:16:49,13:17:22,2,1,33,1,25,796,2,3.0,5.08,2.6666666666666665,0.0,5.913978494623656,0.5072727272727273
7,1.5,6.86,1900-01-01 13:17:00,13:17:33,3,1,33,1,20,797,2,3.0,2.06,4.333333333333333,4.0,22.0,0.3181818181818182
6,2.08,5.85,1900-01-01 13:17:09,13:17:42,4,1,33,1,20,797,2,7.0,6.86,5.333333333333333,-1.0,15.865384615384615,0.3781818181818182
1,0.0,2.36,1900-01-01 13:18:12,13:18:45,1,1,33,1,20,798,2,6.0,5.85,4.666666666666667,-5.0,33.0,0.030303030303030304
10,2.25,9.94,1900-01-01 13:18:23,13:18:56,5,1,33,0,35,798,2,1.0,2.36,5.666666666666667,9.0,14.666666666666666,0.6818181818181819
4,9.39,3.89,1900-01-01 13:19:21,13:19:54,2,1,33,2,37,799,2,10.0,9.94,5.0,-6.0,3.5143769968051117,1.1381818181818182
1,0.0,1.13,1900-01-01 13:19:32,13:20:05,3,1,33,1,20,799,2,4.0,3.89,5.0,-3.0,33.0,0.030303030303030304
5,2.29,3.27,1900-01-01 13:19:41,13:20:14,4,1,33,1,20,799,2,1.0,1.13,3.3333333333333335,4.0,14.410480349344978,0.346969696969697
5,2.25,5.5,1900-01-01 13:20:44,13:21:17,1,1,33,1,20,800,2,5.0,3.27,3.6666666666666665,0.0,14.666666666666666,0.34090909090909094
6,2.63,9.04,1900-01-01 13:20:55,13:21:28,5,1,33,1,20,800,2,5.0,5.5,5.333333333333333,1.0,12.547528517110267,0.47818181818181815
7,4.12,4.31,1900-01-01 13:21:53,13:22:26,2,1,33,1,25,801,2,6.0,9.04,6.0,1.0,8.009708737864077,0.873939393939394
3,10.38,2.17,1900-01-01 13:22:04,13:22:37,3,1,33,2,31,802,2,7.0,4.31,5.333333333333333,-4.0,3.1791907514450863,0.9436363636363637
3,3.62,3.08,1900-01-01 13:22:13,13:22:46,4,1,33,1,20,802,2,3.0,2.17,4.333333333333333,0.0,9.116022099447514,0.3290909090909091
4,0.72,4.18,1900-01-01 13:23:16,13:23:49,1,1,33,1,20,803,2,3.0,3.08,3.3333333333333335,1.0,45.833333333333336,0.08727272727272727
2,5.08,7.19,1900-01-01 13:23:27,13:24:00,5,1,33,1,20,803,2,4.0,4.18,3.0,-2.0,6.496062992125984,0.30787878787878786
7,2.04,8.49,1900-01-01 13:24:25,13:24:58,2,1,33,1,25,804,2,2.0,7.19,4.333333333333333,5.0,16.176470588235293,0.43272727272727274
5,2.96,3.97,1900-01-01 13:24:36,13:25:09,3,1,33,1,20,804,2,7.0,8.49,4.666666666666667,-2.0,11.14864864864865,0.4484848484848485
0,0.0,0.18,1900-01-01 13:24:45,13:25:18,4,1,33,1,20,804,2,5.0,3.97,4.0,-5.0,33.0,0.0
3,2.88,4.48,1900-01-01 13:25:48,13:26:21,1,1,33,1,20,805,2,0.0,0.18,2.6666666666666665,3.0,11.458333333333334,0.2618181818181818
7,3.61,9.15,1900-01-01 13:25:59,13:26:32,5,1,33,1,20,805,2,3.0,4.48,3.3333333333333335,4.0,9.141274238227147,0.7657575757575757
5,6.48,5.52,1900-01-01 13:26:57,13:27:30,2,1,33,1,25,806,2,7.0,9.15,5.0,-2.0,5.092592592592593,0.9818181818181818
1,0.0,1.32,1900-01-01 13:27:08,13:27:41,3,1,33,1,20,807,2,5.0,5.52,4.333333333333333,-4.0,33.0,0.030303030303030304
7,3.78,8.58,1900-01-01 13:27:17,13:27:50,4,1,33,1,20,807,2,1.0,1.32,4.333333333333333,6.0,8.730158730158731,0.8018181818181818
3,2.5,3.3,1900-01-01 13:28:20,13:28:53,1,1,33,1,20,808,2,7.0,8.58,3.6666666666666665,-4.0,13.2,0.2272727272727273
6,3.07,7.24,1900-01-01 13:28:31,13:29:04,5,1,33,1,20,808,2,3.0,3.3,5.333333333333333,3.0,10.749185667752444,0.5581818181818181
8,1.57,6.72,1900-01-01 13:29:29,13:30:02,2,1,33,1,25,809,2,6.0,7.24,5.666666666666667,2.0,21.019108280254777,0.3806060606060606
4,1.53,3.64,1900-01-01 13:29:40,13:30:13,3,1,33,1,20,809,2,8.0,6.72,6.0,-4.0,21.56862745098039,0.18545454545454548
2,4.67,2.16,1900-01-01 13:29:49,13:30:22,4,1,33,1,20,809,2,4.0,3.64,4.666666666666667,-2.0,7.0663811563169165,0.283030303030303
2,4.5,2.78,1900-01-01 13:30:52,13:31:25,1,1,33,1,20,810,2,2.0,2.16,2.6666666666666665,0.0,7.333333333333333,0.27272727272727276
3,7.5,2.41,1900-01-01 13:31:03,13:31:36,5,1,33,2,22,811,2,2.0,2.78,2.3333333333333335,1.0,4.4,0.6818181818181818
9,2.81,13.47,1900-01-01 13:32:01,13:32:34,2,1,33,0,35,812,2,3.0,2.41,4.666666666666667,6.0,11.743772241992882,0.7663636363636364
0,0.0,0.16,1900-01-01 13:32:12,13:32:45,3,1,33,1,20,812,2,9.0,13.47,4.0,-9.0,33.0,0.0
6,2.9,8.43,1900-01-01 13:32:21,13:32:54,4,1,33,1,20,812,2,0.0,0.16,5.0,6.0,11.379310344827587,0.5272727272727272
4,2.78,7.35,1900-01-01 13:33:24,13:33:57,1,1,33,1,20,813,2,6.0,8.43,3.3333333333333335,-2.0,11.870503597122303,0.3369696969696969
1,0.0,0.52,1900-01-01 13:33:35,13:34:08,5,1,33,1,35,813,2,4.0,7.35,3.6666666666666665,-3.0,33.0,0.030303030303030304
4,2.58,1.32,1900-01-01 13:34:33,13:35:06,2,1,33,1,20,814,2,1.0,0.52,3.0,3.0,12.790697674418604,0.31272727272727274
8,3.7,5.58,1900-01-01 13:34:44,13:35:17,3,1,33,1,20,814,2,4.0,1.32,4.333333333333333,4.0,8.91891891891892,0.896969696969697
5,1.27,5.08,1900-01-01 13:34:53,13:35:26,4,1,33,1,20,814,2,8.0,5.58,5.666666666666667,-3.0,25.984251968503937,0.19242424242424241
3,2.17,6.23,1900-01-01 13:35:56,13:36:29,1,1,33,1,20,815,2,5.0,5.08,5.333333333333333,-2.0,15.207373271889402,0.19727272727272727
1,0.0,2.82,1900-01-01 13:36:07,13:36:40,5,1,33,1,35,816,2,3.0,6.23,3.0,-2.0,33.0,0.030303030303030304
1,0.0,0.85,1900-01-01 13:37:05,13:37:38,2,1,33,1,20,817,2,1.0,2.82,1.6666666666666667,0.0,33.0,0.030303030303030304
1,0.0,3.99,1900-01-01 13:37:16,13:37:49,3,1,33,1,20,817,2,1.0,0.85,1.0,0.0,33.0,0.030303030303030304
1,0.0,0.76,1900-01-01 13:37:25,13:37:58,4,1,33,1,20,817,2,1.0,3.99,1.0,0.0,33.0,0.030303030303030304
4,1.92,5.95,1900-01-01 13:38:28,13:39:01,1,1,33,1,20,818,2,1.0,0.76,2.0,3.0,17.1875,0.23272727272727273
3,2.71,1.75,1900-01-01 13:38:39,13:39:12,5,1,33,1,35,818,2,4.0,5.95,2.6666666666666665,-1.0,12.177121771217712,0.24636363636363637
4,3.86,2.34,1900-01-01 13:39:37,13:40:10,2,1,33,1,20,819,2,3.0,1.75,3.6666666666666665,1.0,8.549222797927461,0.4678787878787879
5,1.62,3.14,1900-01-01 13:39:48,13:40:21,3,1,33,1,20,819,2,4.0,2.34,4.0,1.0,20.37037037037037,0.24545454545454545
3,8.92,2.17,1900-01-01 13:39:57,13:40:30,4,1,33,2,26,819,2,5.0,3.14,4.0,-2.0,3.6995515695067267,0.8109090909090908
5,3.96,4.94,1900-01-01 13:41:00,13:41:33,1,1,33,1,20,821,2,3.0,2.17,4.333333333333333,2.0,8.333333333333334,0.6
1,0.0,2.03,1900-01-01 13:41:11,13:41:44,5,1,33,1,35,821,2,5.0,4.94,3.0,-4.0,33.0,0.030303030303030304
3,0.79,1.46,1900-01-01 13:42:09,13:42:42,2,1,33,1,20,822,2,1.0,2.03,3.0,2.0,41.77215189873417,0.07181818181818182
6,5.52,5.34,1900-01-01 13:42:20,13:42:53,3,1,33,1,20,822,2,3.0,1.46,3.3333333333333335,3.0,5.978260869565218,1.0036363636363637
4,1.61,4.99,1900-01-01 13:42:29,13:43:02,4,1,33,1,20,822,2,6.0,5.34,4.333333333333333,-2.0,20.496894409937887,0.19515151515151516
7,2.57,8.06,1900-01-01 13:43:32,13:44:05,1,1,33,1,20,823,2,4.0,4.99,5.666666666666667,3.0,12.84046692607004,0.5451515151515152
3,1.58,2.69,1900-01-01 13:43:43,13:44:16,5,1,33,1,35,823,2,7.0,8.06,4.666666666666667,-4.0,20.886075949367086,0.14363636363636365
3,1.75,2.36,1900-01-01 13:44:41,13:45:14,2,1,33,1,20,824,2,3.0,2.69,4.333333333333333,0.0,18.857142857142858,0.1590909090909091
3,9.42,4.9,1900-01-01 13:44:52,13:45:25,3,1,33,2,28,824,2,3.0,2.36,3.0,0.0,3.5031847133757963,0.8563636363636363
5,2.65,4.55,1900-01-01 13:45:01,13:45:34,4,1,33,1,20,825,2,3.0,4.9,3.6666666666666665,2.0,12.452830188679245,0.4015151515151515
6,2.13,6.98,1900-01-01 13:46:04,13:46:37,1,1,33,1,20,826,2,5.0,4.55,4.666666666666667,1.0,15.492957746478874,0.38727272727272727
8,1.25,5.53,1900-01-01 13:46:15,13:46:48,5,1,33,1,20,826,2,6.0,6.98,6.333333333333333,2.0,26.4,0.30303030303030304
2,3.5,1.47,1900-01-01 13:47:13,13:47:46,2,1,33,1,20,827,2,8.0,5.53,5.333333333333333,-6.0,9.428571428571429,0.21212121212121213
9,1.4,8.5,1900-01-01 13:47:24,13:47:57,3,1,33,0,35,827,2,2.0,1.47,6.333333333333333,7.0,23.571428571428573,0.3818181818181818
10,1.7,9.64,1900-01-01 13:47:33,13:48:06,4,1,33,0,35,827,2,9.0,8.5,7.0,1.0,19.411764705882355,0.5151515151515151
3,2.25,5.8,1900-01-01 13:48:36,13:49:09,1,1,33,1,20,828,2,10.0,9.64,7.333333333333333,-7.0,14.666666666666666,0.20454545454545456
5,2.1,5.24,1900-01-01 13:48:47,13:49:20,5,1,33,1,20,828,2,3.0,5.8,6.0,2.0,15.714285714285714,0.3181818181818182
3,11.42,2.24,1900-01-01 13:49:45,13:50:18,2,1,33,2,34,829,2,5.0,5.24,3.6666666666666665,-2.0,2.8896672504378285,1.038181818181818
2,2.33,2.98,1900-01-01 13:49:56,13:50:29,3,1,33,1,35,829,2,3.0,2.24,3.3333333333333335,-1.0,14.163090128755364,0.1412121212121212
4,8.94,3.25,1900-01-01 13:50:05,13:50:38,4,1,33,2,35,830,2,2.0,2.98,3.0,2.0,3.691275167785235,1.0836363636363635
2,2.92,1.79,1900-01-01 13:51:08,13:51:41,1,1,33,1,20,831,2,4.0,3.25,2.6666666666666665,-2.0,11.301369863013699,0.17696969696969697
4,0.86,4.87,1900-01-01 13:51:19,13:51:52,5,1,33,1,20,831,2,2.0,1.79,3.3333333333333335,2.0,38.372093023255815,0.10424242424242425
7,1.4,3.76,1900-01-01 13:52:17,13:52:50,2,1,33,1,20,832,2,4.0,4.87,4.333333333333333,3.0,23.571428571428573,0.29696969696969694
15,2.08,10.51,1900-01-01 13:52:28,13:53:01,3,1,33,0,35,832,2,7.0,3.76,8.666666666666666,8.0,15.865384615384615,0.9454545454545454
10,2.92,16.66,1900-01-01 13:52:37,13:53:10,4,1,33,0,35,832,2,15.0,10.51,10.666666666666666,-5.0,11.301369863013699,0.8848484848484848
6,3.97,6.7,1900-01-01 13:53:40,13:54:13,1,1,33,1,20,833,2,10.0,16.66,10.333333333333334,-4.0,8.312342569269521,0.7218181818181818
5,1.46,6.8,1900-01-01 13:53:51,13:54:24,5,1,33,1,20,833,2,6.0,6.7,7.0,-1.0,22.602739726027398,0.2212121212121212
0,0.0,0.51,1900-01-01 13:54:49,13:55:22,2,1,33,1,20,834,2,5.0,6.8,3.6666666666666665,-5.0,33.0,0.0
1,0.0,0.33,1900-01-01 13:55:00,13:55:33,3,1,33,1,35,835,2,0.0,0.51,2.0,1.0,33.0,0.030303030303030304
8,1.13,9.07,1900-01-01 13:55:09,13:55:42,4,1,33,0,35,835,2,1.0,0.33,3.0,7.0,29.203539823008853,0.2739393939393939
9,0.97,12.43,1900-01-01 13:56:12,13:56:45,1,1,33,0,35,836,2,8.0,9.07,6.0,1.0,34.02061855670103,0.26454545454545453
7,5.1,29.31,1900-01-01 13:56:23,13:56:56,5,1,33,0,35,836,2,9.0,12.43,8.0,-2.0,6.470588235294118,1.0818181818181818
2,3.92,1.88,1900-01-01 13:57:21,13:57:54,2,1,33,1,20,837,2,7.0,29.31,6.0,-5.0,8.418367346938776,0.23757575757575755
3,15.0,1.82,1900-01-01 13:57:32,13:58:05,3,1,33,2,40,837,2,2.0,1.88,4.0,1.0,2.2,1.3636363636363635
5,2.35,6.51,1900-01-01 13:57:41,13:58:14,4,1,33,1,20,837,2,3.0,1.82,3.3333333333333335,2.0,14.042553191489361,0.3560606060606061
4,3.17,5.56,1900-01-01 13:58:44,13:59:17,1,1,33,1,20,838,2,5.0,6.51,4.0,-1.0,10.410094637223976,0.3842424242424242
2,1.17,29.18,1900-01-01 13:58:55,13:59:28,5,1,33,0,35,838,2,4.0,5.56,3.6666666666666665,-2.0,28.205128205128208,0.07090909090909091
3,3.17,2.22,1900-01-01 13:59:53,14:00:26,2,1,33,1,20,839,2,2.0,29.18,3.0,1.0,10.410094637223976,0.28818181818181815
2,1.58,1.26,1900-01-01 14:00:04,14:00:37,3,1,33,1,20,840,2,3.0,2.22,2.3333333333333335,-1.0,20.886075949367086,0.09575757575757576
3,11.08,2.83,1900-01-01 14:00:13,14:00:46,4,1,33,2,30,840,2,2.0,1.26,2.6666666666666665,1.0,2.9783393501805056,1.0072727272727273
9,3.35,18.68,1900-01-01 14:01:16,14:01:49,1,1,33,0,35,841,2,3.0,2.83,4.666666666666667,6.0,9.850746268656716,0.9136363636363637
1,0.0,14.77,1900-01-01 14:01:27,14:02:00,5,1,33,1,20,841,2,9.0,18.68,4.333333333333333,-8.0,33.0,0.030303030303030304
7,1.76,3.27,1900-01-01 14:02:25,14:02:58,2,1,33,1,20,842,2,1.0,14.77,5.666666666666667,6.0,18.75,0.37333333333333335
3,2.08,4.3,1900-01-01 14:02:36,14:03:09,3,1,33,1,20,842,2,7.0,3.27,3.6666666666666665,-4.0,15.865384615384615,0.1890909090909091
3,6.79,2.03,1900-01-01 14:02:45,14:03:18,4,1,33,2,30,842,2,3.0,4.3,4.333333333333333,0.0,4.860088365243004,0.6172727272727273
5,2.17,6.61,1900-01-01 14:03:48,14:04:21,1,1,33,1,20,843,2,3.0,2.03,3.6666666666666665,2.0,15.207373271889402,0.32878787878787874
6,4.92,9.62,1900-01-01 14:03:59,14:04:32,5,1,33,1,20,843,2,5.0,6.61,4.666666666666667,1.0,6.7073170731707314,0.8945454545454545
3,1.46,6.2,1900-01-01 14:04:57,14:05:30,2,1,33,1,20,844,2,6.0,9.62,4.666666666666667,-3.0,22.602739726027398,0.13272727272727272
6,1.95,3.74,1900-01-01 14:05:08,14:05:41,3,1,33,1,20,845,2,3.0,6.2,5.0,3.0,16.923076923076923,0.35454545454545455
6,1.88,5.34,1900-01-01 14:05:17,14:05:50,4,1,33,1,20,845,2,6.0,3.74,5.0,0.0,17.5531914893617,0.34181818181818185
7,3.46,14.45,1900-01-01 14:06:20,14:06:53,1,1,33,0,35,846,2,6.0,5.34,6.333333333333333,1.0,9.53757225433526,0.733939393939394
3,2.17,4.51,1900-01-01 14:06:31,14:07:04,5,1,33,1,20,846,2,7.0,14.45,5.333333333333333,-4.0,15.207373271889402,0.19727272727272727
3,1.58,0.91,1900-01-01 14:07:29,14:08:02,2,1,33,1,20,847,2,3.0,4.51,4.333333333333333,0.0,20.886075949367086,0.14363636363636365
3,2.12,2.03,1900-01-01 14:07:40,14:08:13,3,1,33,1,20,847,2,3.0,0.91,3.0,0.0,15.566037735849056,0.19272727272727275
5,7.27,4.16,1900-01-01 14:07:49,14:08:22,4,1,33,2,30,847,2,3.0,2.03,3.6666666666666665,2.0,4.53920220082531,1.1015151515151516
3,9.83,4.67,1900-01-01 14:08:52,14:09:25,1,1,33,2,30,848,2,5.0,4.16,3.6666666666666665,-2.0,3.3570701932858595,0.8936363636363637
2,0.0,2.71,1900-01-01 14:09:03,14:09:36,5,1,33,1,20,849,2,3.0,4.67,3.3333333333333335,-1.0,33.0,0.06060606060606061
8,2.08,3.63,1900-01-01 14:10:01,14:10:34,2,1,33,1,20,850,2,2.0,2.71,4.333333333333333,6.0,15.865384615384615,0.5042424242424243
1,0.0,0.54,1900-01-01 14:10:12,14:10:45,3,1,33,1,20,850,2,8.0,3.63,3.6666666666666665,-7.0,33.0,0.030303030303030304
6,2.27,5.3,1900-01-01 14:10:21,14:10:54,4,1,33,1,20,850,2,1.0,0.54,5.0,5.0,14.537444933920705,0.4127272727272727
3,2.17,4.18,1900-01-01 14:11:24,14:11:57,1,1,33,1,20,851,2,6.0,5.3,3.3333333333333335,-3.0,15.207373271889402,0.19727272727272727
1,0.0,3.62,1900-01-01 14:11:35,14:12:08,5,1,33,1,20,851,2,3.0,4.18,3.3333333333333335,-2.0,33.0,0.030303030303030304
7,2.03,2.41,1900-01-01 14:12:33,14:13:06,2,1,33,1,20,852,2,1.0,3.62,3.6666666666666665,6.0,16.256157635467982,0.43060606060606055
